species,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Micropsectra malla,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Micropsectra mendli,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=350952
Micropsectra nana,Diptera,Chironomidae,BOLD:FE,205,209,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309033
Micropsectra nohedensis,Diptera,Chironomidae,FE:SyDip,,,,FE,gap,
Micropsectra notescens,Diptera,Chironomidae,BOLD:FE:SyDip,27,29,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66120
Micropsectra oberaarensis,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66128
Micropsectra oksanae,Diptera,Chironomidae,ES,,,,ES,gap,
Micropsectra pallidula,Diptera,Chironomidae,BOLD:FE:SyDip,58,58,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66121https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1140792
Micropsectra pharetrophora,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56447
Micropsectra polita,Diptera,Chironomidae,BOLD:SyDip,1224,1230,5,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66122
Micropsectra radialis,Diptera,Chironomidae,BOLD:FE:SyDip,50,55,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56496
Micropsectra recurvata,Diptera,Chironomidae,BOLD:FE:SyDip,633,636,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66123
Micropsectra rilensis,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Micropsectra robusta,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Micropsectra schrankelae,Diptera,Chironomidae,BOLD:FE:SyDip,13,14,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66125
Micropsectra seguyi,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66126
Micropsectra sofiae,Diptera,Chironomidae,BOLD:FE:SyDip,13,14,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66127
Micropsectra uliginosa,Diptera,Chironomidae,BOLD:FE:SyDip,36,36,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=350954
Micropsectra uva,Diptera,Chironomidae,BOLD,0,4,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=558887
Micropsectra wagneri,Diptera,Chironomidae,FE:SyDip,,,,FE,gap,
Microtendipes (Microtendipes) diffinis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Microtendipes brevitarsis,Diptera,Chironomidae,BOLD:FE:SyDip,133,133,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=348426
Microtendipes britteni,Diptera,Chironomidae,BOLD:FE:SyDip,14,15,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=296271
Microtendipes chloris,Diptera,Chironomidae,BOLD:FE:SyDip,23,28,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=377921
Microtendipes confinis,Diptera,Chironomidae,BOLD:FE:SyDip,9,9,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751588
Microtendipes morii,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Microtendipes nigellus,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=358711
Microtendipes nitidus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Microtendipes pedellus,Diptera,Chironomidae,BOLD:FE:iNat:SyDip,600,620,5,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=150145
Microtendipes rydalensis,Diptera,Chironomidae,BOLD:FE:SyDip,22,37,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=576288
Microtendipes tarsalis,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,0,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1141603
Microzetia mirabilis,Diptera,Chironomidae,BOLD:SyDip,5,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=856480
Molleriella calcarella,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=783487
Monodiamesa alpicola,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Monodiamesa bathyphila,Diptera,Chironomidae,BOLD:FE:SyDip,22,26,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=358719
Monodiamesa ekmani,Diptera,Chironomidae,BOLD:FE:SyDip,16,16,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751594
Monodiamesa nigra,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Monodiamesa nitida,Diptera,Chironomidae,FE:SyDip,,,,FE,gap,
Monopelopia tenuicalcar,Diptera,Chironomidae,BOLD:FE:SyDip,1048,1066,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=596326
Nanocladius (Nanocladius) anderseni,Diptera,Chironomidae,FE:SyDip,87,88,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=149351
Nanocladius (Nanocladius) distinctus,Diptera,Chironomidae,BOLD:FE:SyDip,6,8,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=141631
Nanocladius (Nanocladius) minimus,Diptera,Chironomidae,BOLD:SyDip,1,2,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=141620
Nanocladius (Nanocladius) rectinervis,Diptera,Chironomidae,BOLD:FE:SyDip,29,31,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=380635
Nanocladius (Nanocladius) spiniplenus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Nanocladius balticus,Diptera,Chironomidae,BOLD:FE:SyDip,14,14,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731456
Nanocladius dichromus,Diptera,Chironomidae,BOLD:FE,62,62,10,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=380621
Nanocladius parvulus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Natarsia nugax,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Natarsia punctata,Diptera,Chironomidae,BOLD:FE,76,78,5,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371366
Neobrillia longistyla,Diptera,Chironomidae,FE:SyDip,3,4,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=991703
Neostempellina pilosa,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Neostempellina thienemanni,Diptera,Chironomidae,BOLD:FE:SyDip,7,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=66148
Neozavrelia bernensis,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Neozavrelia cuneipennis,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56507
Neozavrelia fuldensis,Diptera,Chironomidae,BOLD:FE:SyDip,2,4,0,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728758
Neozavrelia improvisa,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Neozavrelia luteola,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Nilotanypus dubius,Diptera,Chironomidae,BOLD:FE:SyDip,25,27,6,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=342729
Nilothauma brayi,Diptera,Chironomidae,BOLD:FE:SyDip,5,5,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751180
Nilothauma hibaratertium,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Nubensia nubens,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,0,ES,
Odontomesa fulva,Diptera,Chironomidae,BOLD:FE:SyDip,6,8,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673774
Oliveridia tricornis,Diptera,Chironomidae,BOLD:FE:SyDip,998,1000,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=347357
Omisus caledonicus,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731402
Orthocladius (Eudactylocladius) almskari,Diptera,Chironomidae,BOLD:FE:SyDip,6,7,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=257388
Orthocladius (Eudactylocladius) fuscimanus,Diptera,Chironomidae,BOLD:FE:SyDip,24,26,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=141689
Orthocladius (Eudactylocladius) gelidus,Diptera,Chironomidae,BOLD:FE:SyDip,56,56,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=672132
Orthocladius (Eudactylocladius) musester,Diptera,Chironomidae,BOLD:FE:SyDip,9,9,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731451
Orthocladius (Eudactylocladius) olivaceus,Diptera,Chironomidae,BOLD:FE:SyDip,332,384,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393572
Orthocladius (Eudactylocladius) priomixtus,Diptera,Chironomidae,BOLD:FE:SyDip,21,22,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56475
Orthocladius (Eudactylocladius) subletteorum,Diptera,Chironomidae,BOLD:SyDip,116,120,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=141635
Orthocladius (Euorthocladius) abiskoensis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Euorthocladius) ashei,Diptera,Chironomidae,BOLD:FE:SyDip,8,8,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=782798
Orthocladius (Euorthocladius) calvus,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,0,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1140789
Orthocladius (Euorthocladius) luteipes,Diptera,Chironomidae,FE:SyDip,0,2,0,SyDip,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=297387
Orthocladius (Euorthocladius) rivicola,Diptera,Chironomidae,BOLD:FE:SyDip,80,85,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=150150
Orthocladius (Euorthocladius) rivulorum,Diptera,Chironomidae,BOLD:FE:SyDip,138,142,5,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=150161
Orthocladius (Euorthocladius) roussellae,Diptera,Chironomidae,BOLD:SyDip,299,301,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=672131
Orthocladius (Euorthocladius) saxosus,Diptera,Chironomidae,BOLD:FE:SyDip,60,62,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=204008
Orthocladius (Euorthocladius) thienemanni,Diptera,Chironomidae,BOLD:FE:SyDip,41,41,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393514
Orthocladius (Euorthocladius) vicentei,Diptera,Chironomidae,ES,,,,ES,gap,
Orthocladius (Mesorthocladius) lamellatus,Diptera,Chironomidae,BOLD:SyDip,6,8,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=454288
Orthocladius (Orthocladius) carlatus,Diptera,Chironomidae,FE:SyDip,70,70,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=150169
Orthocladius (Orthocladius) clarkei,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Orthocladius) decoratus,Diptera,Chironomidae,BOLD:FE:SyDip,169,173,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56486
Orthocladius (Orthocladius) dentifer,Diptera,Chironomidae,BOLD:FE:SyDip,4,8,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=257387
Orthocladius (Orthocladius) excavatus,Diptera,Chironomidae,BOLD:FE:SyDip,2,4,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731450
Orthocladius (Orthocladius) frigidus,Diptera,Chironomidae,BOLD:FE:SyDip,104,108,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=257386
Orthocladius (Orthocladius) glabripennis,Diptera,Chironomidae,BOLD:FE:SyDip,6,8,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=788781
Orthocladius (Orthocladius) holsatus,Diptera,Chironomidae,BOLD:FE:SyDip,7,8,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=762797
Orthocladius (Orthocladius) knabeni,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Orthocladius) knuthi,Diptera,Chironomidae,FE:SyDip,1,1,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393512
Orthocladius (Orthocladius) lapponicus,Diptera,Chironomidae,BOLD:FE:SyDip,2,4,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=348438
Orthocladius (Orthocladius) maius,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Orthocladius) marchettii,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Orthocladius) massanus,Diptera,Chironomidae,ES,,,,ES,gap,
Orthocladius (Orthocladius) montisdei,Diptera,Chironomidae,ES,,,,ES,gap,
Orthocladius (Orthocladius) nigritus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Orthocladius) oblidens,Diptera,Chironomidae,BOLD:FE:SyDip,363,368,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=141705
Orthocladius (Orthocladius) obumbratus,Diptera,Chironomidae,BOLD:FE:SyDip,2,6,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=150159https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728736
Orthocladius (Orthocladius) oliveri,Diptera,Chironomidae,FE:SyDip,1259,1260,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=150160
Orthocladius (Orthocladius) pedestris,Diptera,Chironomidae,BOLD:FE:SyDip,16,18,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728755
Orthocladius (Orthocladius) queyrassianus,Diptera,Chironomidae,ES,,,,ES,gap,
Orthocladius (Orthocladius) rivinus,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=936589
Orthocladius (Orthocladius) rubicundus,Diptera,Chironomidae,BOLD:FE:SyDip,191,192,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=380639
Orthocladius (Orthocladius) ruffoi,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,0,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1068101
Orthocladius (Orthocladius) smolandicus,Diptera,Chironomidae,BOLD:FE:SyDip,62,64,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393513
Orthocladius (Orthocladius) vaillanti,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Orthocladius) wetterensis,Diptera,Chironomidae,BOLD:FE:SyDip,5,5,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751773
Orthocladius (Pogonocladius) consobrinus,Diptera,Chironomidae,BOLD:FE:SyDip,69,71,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=204518
Orthocladius (Symposiocladius) halvorseni,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius (Symposiocladius) lignicola,Diptera,Chironomidae,BOLD:FE:SyDip,7,7,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=786593
Orthocladius (Symposiocladius) lunzensis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Orthocladius curtiseta,Diptera,Chironomidae,FE:SyDip,,,,ITIS,gap,
Orthocladius decoratus,Diptera,Chironomidae,BOLD,29,29,1,ITIS,
Orthocladius gelidorum,Diptera,Chironomidae,BOLD:FE,54,58,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393511
Orthocladius nitidoscutellatus,Diptera,Chironomidae,BOLD:FE,77,79,4,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=204519
Orthocladius stagnicola,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Orthocladius telochaetus,Diptera,Chironomidae,BOLD:FE,58,58,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56485
Pagastiella orophila,Diptera,Chironomidae,BOLD:FE:SyDip,26,26,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731425
Paraboreochlus minutissimus,Diptera,Chironomidae,BOLD:FE:SyDip,6,7,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56434
Parachaetocladius abnobaeus,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751191
Parachaetocladius pyrenaeus,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Parachironomus (Harnischia) acutus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Parachironomus biannulatus,Diptera,Chironomidae,BOLD:FE:SyDip,16,16,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731432
Parachironomus cinctellus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Parachironomus danicus,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parachironomus digitalis,Diptera,Chironomidae,BOLD:FE:SyDip,17,18,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=380626
Parachironomus elodeae,Diptera,Chironomidae,FE:SyDip,1,1,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=252947
Parachironomus frequens,Diptera,Chironomidae,BOLD:FE:SyDip,19,28,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=380641
Parachironomus gracilior,Diptera,Chironomidae,BOLD:FE:SyDip,49,52,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728769
Parachironomus kuzini,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parachironomus mauricii,Diptera,Chironomidae,BOLD:FE:SyDip,0,1,0,SyDip,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=296262
Parachironomus monochromus,Diptera,Chironomidae,BOLD:FE:SyDip,58,61,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=652991
Parachironomus paradigitalis,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731418
Parachironomus parilis,Diptera,Chironomidae,BOLD:FE:SyDip,25,26,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=380646
Parachironomus siljanensis,Diptera,Chironomidae,BOLD:FE:SyDip,6,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=670232
Parachironomus subalpinus,Diptera,Chironomidae,BOLD:FE:SyDip,4,4,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=358701
Parachironomus swammerdami,Diptera,Chironomidae,FE:SyDip,1,1,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=936653
Parachironomus tenuicaudatus,Diptera,Chironomidae,BOLD:FE:SyDip,84,86,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=95086
Parachironomus varus,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=358700
Parachironomus vitiosus,Diptera,Chironomidae,BOLD:FE:SyDip,11,13,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728718
Paracladius alpicola,Diptera,Chironomidae,BOLD:FE:SyDip,96,96,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=358723
Paracladius conversus,Diptera,Chironomidae,BOLD:FE:SyDip,3,9,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=296267
Paracladius quadrinodosus,Diptera,Chironomidae,BOLD:FE:SyDip,4,5,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=730537
Paracladopelma (Cryptochironomus) nigritulum,Diptera,Chironomidae,BOLD:FE:SyDip,2,5,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728726
Paracladopelma camptolabis,Diptera,Chironomidae,BOLD:FE:SyDip,31,35,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=358715
Paracladopelma doris,Diptera,Chironomidae,FE:SyDip,,,,ITIS,gap,
Paracladopelma galaptera,Diptera,Chironomidae,FE:SyDip,,,,ITIS,gap,
Paracladopelma laminata,Diptera,Chironomidae,BOLD,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=765416
Paracladopelma laminatum,Diptera,Chironomidae,BOLD:FE:SyDip,7,9,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728748
Paracladopelma mikianum,Diptera,Chironomidae,BOLD:FE,7,7,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673463
Paracladopelma nais,Diptera,Chironomidae,FE:SyDip,,,,ITIS,gap,
Paracladopelma nigritula,Diptera,Chironomidae,BOLD,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=765417
Paracladopelma undine,Diptera,Chironomidae,BOLD:FE:SyDip,3,5,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=387811
Paracladopelma winnelli,Diptera,Chironomidae,BOLD:SyDip,410,411,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=149370
Paracricotopus niger,Diptera,Chironomidae,BOLD:FE:SyDip,7,8,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=729776
Paracricotopus uliginosus,Diptera,Chironomidae,BOLD:FE:SyDip,10,18,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=272756
Parakiefferiella bathophila,Diptera,Chironomidae,BOLD:FE:SyDip,104,107,8,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=297388
Parakiefferiella bilobata,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parakiefferiella coronata,Diptera,Chironomidae,BOLD:FE:SyDip,8,9,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=387251
Parakiefferiella dentifera,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parakiefferiella fennica,Diptera,Chironomidae,BOLD:FE:SyDip,10,10,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1068103
Parakiefferiella finnmarkica,Diptera,Chironomidae,BOLD:FE:SyDip,3,4,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731453
Parakiefferiella gracillima,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56431
Parakiefferiella gynocera,Diptera,Chironomidae,FE,,,,FE,gap,
Parakiefferiella minuta,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parakiefferiella nigra,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parakiefferiella normandiana,Diptera,Chironomidae,FE,,,,,gap,
Parakiefferiella pyrenaica,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parakiefferiella scandica,Diptera,Chironomidae,BOLD:FE:SyDip,183,184,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=348422
Parakiefferiella smolandica,Diptera,Chironomidae,BOLD:FE:SyDip,112,112,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=397059
Parakiefferiella subaterrima,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Parakiefferiella tenuilobata,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parakiefferiella triquetra,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Parakiefferiella wuelkeri,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1140791
Paralauterborniella nigrohalteralis,Diptera,Chironomidae,BOLD:FE,60,64,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=102858
Paralimnophyes longiseta,Diptera,Chironomidae,BOLD:FE,3,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731395
Paralimnophyes trilineatus,Diptera,Chironomidae,FE:SyDip,,,,FE,gap,
Paramerina anomala,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Paramerina cingulata,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Paramerina divisa,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Paramerina mauretanica,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Paramerina vaillanti,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parametriocnemus arciger,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Parametriocnemus boreoalpinus,Diptera,Chironomidae,BOLD:FE:SyDip,138,143,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309131
Parametriocnemus eoclivus,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Parametriocnemus lundbeckii,Diptera,Chironomidae,BOLD:FE,6,6,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399398
Parametriocnemus stylatus,Diptera,Chironomidae,BOLD:FE:SyDip,229,232,8,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56425
Parametriocnemus valescurensis,Diptera,Chironomidae,FE:SyDip,,,,,gap,
