species,Order,Family,source,speciemens barcoded,specimens,public BINs,verified by,status,BOLD taxid
Contacyphon laevipennis,Coleoptera,Scirtidae,BOLD,31,35,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=715449 
Contacyphon ochraceus,Coleoptera,Scirtidae,BOLD,88,98,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889647 
Contacyphon padi,Coleoptera,Scirtidae,BOLD:FE,59,64,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889648 
Contacyphon palustris,Coleoptera,Scirtidae,BOLD,11,14,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889649 
Contacyphon pubescens,Coleoptera,Scirtidae,BOLD,19,24,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889650 
Contacyphon punctipennis,Coleoptera,Scirtidae,BOLD,10,14,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889651 
Contacyphon ruficeps,Coleoptera,Scirtidae,BOLD,9,9,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889653 
Contacyphon variabilis,Coleoptera,Scirtidae,BOLD:FE,1086,1107,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=889657 
Cyphon albanicus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon corsicus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon derelictum,Coleoptera,Scirtidae,FE,,,,FE,gap,
Cyphon designandus,Coleoptera,Scirtidae,FE,,,,FE,gap,
Cyphon difficilis,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon furcillatus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon gracilicornis,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon hilaris,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon iberus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon kongsbergensis,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon laevipennis,Coleoptera,Scirtidae,FE,,,,FE,gap,
Cyphon lepidulus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon longiusculus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon macedonicus,Coleoptera,Scirtidae,FE,,,,FE,gap,
Cyphon ochraceus,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon palmi,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon pandellei,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon paykulli,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon poggi,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon pubescens,Coleoptera,Scirtidae,FE,,,,FE,gap,
Cyphon punctipennis,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon putonii,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon reitteri,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon ruficeps,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon scurrula,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon siculus,Coleoptera,Scirtidae,FE,,,,FE,gap,
Cyphon solarii,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon sulcicollis,Coleoptera,Scirtidae,FE,,,,,gap,
Cyphon unguiculatus,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes abeillei,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes amicula,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes angelini,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes arcana,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes australis,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes bertiae,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes bulgharensis,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes calabriae,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes chrysosomes,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes corsica,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes cretica,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes denticulata,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes elongata,Coleoptera,Scirtidae,BOLD:FE,4,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=732730 
Elodes genei,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes globulus,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes gredleri,Coleoptera,Scirtidae,BOLD:FE,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=771969 
Elodes hausmanni,Coleoptera,Scirtidae,BOLD:FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=573497 
Elodes johni,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes longulus,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes malickyi,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes marginata,Coleoptera,Scirtidae,BOLD:FE,15,22,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310257 
Elodes minuta,Coleoptera,Scirtidae,BOLD:FE,45,51,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309854 
Elodes nebrodensis,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes nimbata,Coleoptera,Scirtidae,FE,,,,FE,gap,
Elodes nocturna,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes novacretica,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes pendens,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes peninsularis,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes pseudominuta,Coleoptera,Scirtidae,BOLD:FE,9,19,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=519398 
Elodes scutellaris,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes secundocretica,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes sericea,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes sieberi,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes tournieri,Coleoptera,Scirtidae,FE,,,,FE,gap,
Elodes tricuspis,Coleoptera,Scirtidae,FE,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=911566 
Elodes trilineata,Coleoptera,Scirtidae,FE,,,,,gap,
Elodes venetae,Coleoptera,Scirtidae,FE,,,,,gap,
Flavohelodes flavicollis,Coleoptera,Scirtidae,FE,,,,FE,gap,
Hydrocyphon australis,Coleoptera,Scirtidae,FE,,,,FE,gap,
Hydrocyphon championi,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon deflexicollis,Coleoptera,Scirtidae,BOLD:FE,4,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=490815 
Hydrocyphon fulvescens,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon fuscatus,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon hamiota,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon hydrocyphonoides,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon laeticolor,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon minous,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon novaki,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon oblongulus,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon ovatus,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon pallidicollis,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon pernigrans,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon proximus,Coleoptera,Scirtidae,FE,,,,,gap,
Hydrocyphon segrex,Coleoptera,Scirtidae,FE,,,,,gap,
Microcara dispar,Coleoptera,Scirtidae,FE,,,,,gap,
Microcara omissa,Coleoptera,Scirtidae,FE,,,,,gap,
Microcara pilosula,Coleoptera,Scirtidae,FE,,,,,gap,
Microcara testacea,Coleoptera,Scirtidae,BOLD:FE:iNat,44,50,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330060 
Odeles marginata,Coleoptera,Scirtidae,BOLD,3,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255544 
Prionocyphon serricornis,Coleoptera,Scirtidae,BOLD:FE,31,39,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318241 
Scirtes hemisphaericus,Coleoptera,Scirtidae,BOLD:FE:iNat,11,27,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312569 
Scirtes orbicularis,Coleoptera,Scirtidae,FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=383483 
Corimalia helenae,Coleoptera,Nanophyidae,FE,,,,,gap,
Corimalia lunulata,Coleoptera,Nanophyidae,FE,3,3,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1152538 
Corimalia maculaticeps,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Corimalia postica,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Corimalia rufosuturalis,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Corimalia tamarisci,Coleoptera,Nanophyidae,FE,3,3,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133725 
Corimalia tetrastigma,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Ctenomeropsis nigra,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Dieckmanniellus gracilis,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Dieckmanniellus nigritarsis,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Hypophyes minutissimus,Coleoptera,Nanophyidae,FE,2,3,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=787191 
Nanomimus anulatus,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Nanomimus hemisphaericus,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Nanomimus smreczynskii,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Nanomimus yvonnae,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Nanophyes poecilopterus,Coleoptera,Nanophyidae,FE,,,,,gap,
Nanophyes rubricus,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Pericartiellus durieui,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Pericartiellus flavidus,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Pericartiellus telephii,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Titanomalia komaroffi,Coleoptera,Nanophyidae,FE,,,,FE,gap,
Cosmopolites sordidus,Coleoptera,Dryophthoridae,FE,32,120,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=31041 
Sitophilus linearis,Coleoptera,Dryophthoridae,FE,1,6,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=31050 
Sphenophorus meridionalis,Coleoptera,Dryophthoridae,FE,,,,FE,gap,
Sphenophorus parumpunctatus,Coleoptera,Dryophthoridae,FE,4,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=264107 
Crowsoniella relicta,Coleoptera,Crowsoniellidae,FE,,,,,gap,
Cryptolestes abietis,Coleoptera,Laemophloeidae,BOLD:FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=737910 
Cryptolestes alternans,Coleoptera,Laemophloeidae,BOLD:FE,1,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=747199 
Cryptolestes axillaris,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes azoricus,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes capensis,Coleoptera,Laemophloeidae,BOLD:FE,2,3,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=650481 
Cryptolestes clematidis,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes corticinus,Coleoptera,Laemophloeidae,BOLD:FE,8,8,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=464382 
Cryptolestes duplicatus,Coleoptera,Laemophloeidae,BOLD:FE:iNat,14,20,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312281 
Cryptolestes ferrugineus,Coleoptera,Laemophloeidae,BOLD:FE,129,161,5,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=210765 
Cryptolestes fractipennis,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes hypobori,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes juniperi,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes perrisi,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes pusilloides,Coleoptera,Laemophloeidae,BOLD:FE,24,29,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=560358 
Cryptolestes pusillus,Coleoptera,Laemophloeidae,BOLD:FE,120,124,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=210764 
Cryptolestes spartii,Coleoptera,Laemophloeidae,BOLD:FE,2,4,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312615 
Cryptolestes stenoides,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Cryptolestes turcicus,Coleoptera,Laemophloeidae,BOLD:FE,27,32,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=315992 
Cryptolestes weisei,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Laemophloeus kraussi,Coleoptera,Laemophloeidae,BOLD:FE,1,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534237 
Laemophloeus monilis,Coleoptera,Laemophloeidae,BOLD:FE:iNat,4,23,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318299 
Laemophloeus muticus,Coleoptera,Laemophloeidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460614 
Laemophloeus nigricollis,Coleoptera,Laemophloeidae,BOLD:FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534238 
Lathropus sepicola,Coleoptera,Laemophloeidae,BOLD:FE,1,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318385 
Leptophloeus alternans,Coleoptera,Laemophloeidae,BOLD,3,18,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330073 
Leptophloeus clematidis,Coleoptera,Laemophloeidae,BOLD,2,5,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312280 
Leptophloeus juniperi,Coleoptera,Laemophloeidae,BOLD,2,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312288 
Notolaemus castaneus,Coleoptera,Laemophloeidae,BOLD:FE,2,9,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=528734 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772106 
Notolaemus unifasciatus,Coleoptera,Laemophloeidae,BOLD:FE,7,13,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330187 
Placonotus donacioides,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Placonotus granulatus,Coleoptera,Laemophloeidae,FE,,,,FE,gap,
Placonotus modestus,Coleoptera,Laemophloeidae,BOLD,0,4,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=542667 
Placonotus testaceus,Coleoptera,Laemophloeidae,BOLD:FE:iNat,15,31,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330084 
Cucujus cinnaberinus,Coleoptera,Cucujidae,BOLD:FE:iNat,9,99,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=317917 
Cucujus haematodes,Coleoptera,Cucujidae,BOLD:FE,17,27,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=513870 
Cucujus tulliae,Coleoptera,Cucujidae,BOLD,0,5,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=796254 
Pediacus depressus,Coleoptera,Cucujidae,BOLD:FE,9,18,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399013 
Pediacus fuscus,Coleoptera,Cucujidae,BOLD:FE,26,47,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=471562 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318223 
Pediacus tabellatus,Coleoptera,Cucujidae,FE,,,,,gap,
Cybocephalus atomus,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus canariensis,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus diadematus,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus festivus,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus fodori,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus freyi,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus heydeni,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus krimicus,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus mediterraneus,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus membranaceus,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus metallicus,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus micans,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus planiceps,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus politissimus,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus politus,Coleoptera,Cybocephalidae,BOLD:FE,2,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=641175 
Cybocephalus pulchellus,Coleoptera,Cybocephalidae,BOLD:FE,7,8,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=648707 
Cybocephalus reitteri,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus rufifrons,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus seminulum,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus similiceps,Coleoptera,Cybocephalidae,FE,,,,,gap,
Cybocephalus sphaerula,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Cybocephalus wollastoni,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Hierronius angulosus,Coleoptera,Cybocephalidae,FE,,,,,gap,
Hierronius laevis,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Hierronius nanus,Coleoptera,Cybocephalidae,FE,,,,,gap,
Pastillodes agathidioides,Coleoptera,Cybocephalidae,FE,,,,ITIS,gap,
Dascillus cervinus,Coleoptera,Dascillidae,BOLD:FE:iNat,28,40,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167235 
Dascillus elongatus,Coleoptera,Dascillidae,FE,,,,,gap,
Dascillus sicanus,Coleoptera,Dascillidae,FE,,,,,gap,
Derodontus macularis,Coleoptera,Derodontidae,BOLD:FE,3,3,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=396021 
Derodontus ossetious,Coleoptera,Derodontidae,FE,,,,,gap,
Derodontus raffrayi,Coleoptera,Derodontidae,FE,,,,,gap,
Laricobius caucasicus,Coleoptera,Derodontidae,FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=520778 
Laricobius erichsoni,Coleoptera,Derodontidae,FE,,,,,gap,
Laricobius erichsonii,Coleoptera,Derodontidae,BOLD,12,16,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=492367 
Laricobius nigrinus,Coleoptera,Derodontidae,BOLD,314,317,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=90127 
Derolathrus anophthalmus,Coleoptera,Jacobsoniidae,FE,,,,ITIS,gap,
Derolathrus parvulus,Coleoptera,Jacobsoniidae,FE,,,,ITIS,gap,
Drilus amabilis,Coleoptera,Drilidae,FE,,,,,gap,
Drilus creticus,Coleoptera,Drilidae,FE,,,,,gap,
Drilus distincticollis,Coleoptera,Drilidae,FE,,,,,gap,
Drilus fulvicollis,Coleoptera,Drilidae,FE,,,,FE,gap,
Drilus fulvicornis,Coleoptera,Drilidae,FE,,,,,gap,
Drilus funebris,Coleoptera,Drilidae,FE,,,,,gap,
Drilus humeralis,Coleoptera,Drilidae,FE,,,,,gap,
Drilus schwarzi,Coleoptera,Drilidae,FE,,,,,gap,
Drilus striatus,Coleoptera,Drilidae,FE,,,,,gap,
Drilus testaceipes,Coleoptera,Drilidae,FE,,,,,gap,
Euanoma subimpressa,Coleoptera,Drilidae,FE,,,,,gap,
Malacogaster nigripes,Coleoptera,Drilidae,FE,,,,,gap,
Pseudeuanoma ionica,Coleoptera,Drilidae,FE,,,,,gap,
Pseudeuanoma reitteri,Coleoptera,Drilidae,FE,,,,,gap,
Dryops algiricus,Coleoptera,Dryopidae,FE,,,,FE,gap,
Dryops anglicanus,Coleoptera,Dryopidae,BOLD:FE,5,20,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=343594 
Dryops auriculatus,Coleoptera,Dryopidae,BOLD:FE,6,15,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248189 
Dryops caspius,Coleoptera,Dryopidae,FE,,,,FE,gap,
Dryops championi,Coleoptera,Dryopidae,FE,,,,,gap,
Dryops costae,Coleoptera,Dryopidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=911268 
Dryops doderoi,Coleoptera,Dryopidae,FE,,,,,gap,
Dryops ernesti,Coleoptera,Dryopidae,BOLD:FE:iNat,12,30,4,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275115 
Dryops gracilis,Coleoptera,Dryopidae,FE,,,,FE,gap,
Dryops griseus,Coleoptera,Dryopidae,BOLD:FE,2,5,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460594 
Dryops luridus,Coleoptera,Dryopidae,BOLD:FE,13,28,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248182 
Dryops lutulentus,Coleoptera,Dryopidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=911269 
Dryops nitidulus,Coleoptera,Dryopidae,BOLD:FE,3,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=456876 
Dryops rufipes,Coleoptera,Dryopidae,BOLD:FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=771975 
Dryops similaris,Coleoptera,Dryopidae,BOLD:FE,1,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248217 
Dryops striatellus,Coleoptera,Dryopidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=725893 
Dryops striatopunctatus,Coleoptera,Dryopidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275116 
Dryops subincanus,Coleoptera,Dryopidae,FE,,,,FE,gap,
Dryops sulcipennis,Coleoptera,Dryopidae,FE,,,,FE,gap,
Dryops viennensis,Coleoptera,Dryopidae,BOLD:FE,4,6,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=491939 
Pomatinus substriatus,Coleoptera,Dryopidae,BOLD:FE,4,10,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167225 
Dupophilus brevis,Coleoptera,Elmidae,FE,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=946219 
Elmis aenea,Coleoptera,Elmidae,BOLD:FE,496,609,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255534 
Elmis bosnica,Coleoptera,Elmidae,BOLD:FE,241,242,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=908842 
Elmis latreillei,Coleoptera,Elmidae,BOLD:FE,77,82,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255523 
Elmis maugetii,Coleoptera,Elmidae,BOLD:FE:iNat,88,117,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248179 
Elmis obscura,Coleoptera,Elmidae,BOLD:FE,13,15,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275117 
Elmis perezi,Coleoptera,Elmidae,FE,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=715602 
Elmis rietscheli,Coleoptera,Elmidae,BOLD:FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=255535 
Elmis rioloides,Coleoptera,Elmidae,BOLD:FE,31,39,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=248214 
Elmis syriaca,Coleoptera,Elmidae,BOLD:FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=977636 
Esolus angustatus,Coleoptera,Elmidae,BOLD:FE,21,44,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275119 
Esolus berthelemyi,Coleoptera,Elmidae,FE,,,,,gap,
Esolus brevis,Coleoptera,Elmidae,FE,,,,,gap,
Esolus czwalinae,Coleoptera,Elmidae,FE,,,,,gap,
Esolus parallelepipedus,Coleoptera,Elmidae,BOLD:FE,46,135,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275120 
Esolus pygmaeus,Coleoptera,Elmidae,BOLD:FE,5,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275121 
Grouvellinus caucasicus,Coleoptera,Elmidae,FE,,,,FE,gap,
Limnius colchicus,Coleoptera,Elmidae,FE,,,,,gap,
Limnius intermedius,Coleoptera,Elmidae,BOLD:FE,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=170828 
Limnius muelleri,Coleoptera,Elmidae,BOLD:FE,10,11,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=535234 
Limnius opacus,Coleoptera,Elmidae,BOLD:FE,33,40,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275130 
Limnius perrisi,Coleoptera,Elmidae,BOLD:FE:iNat,284,303,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=170400 
Limnius sulcipennis,Coleoptera,Elmidae,FE,,,,,gap,
Limnius volckmari,Coleoptera,Elmidae,BOLD:FE:iNat,107,173,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167223 
Macronychus quadrituberculatus,Coleoptera,Elmidae,BOLD:FE,9,11,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=275131 
Normandia nitens,Coleoptera,Elmidae,FE,,,,FE,gap,
